,Temperature,k_RTP,Maintenance,CO2,H2,CH4,Pressure,Volume,MetabolicRate
59,332,0.0009357411740729783,4.42602682866064e-12,0.0034964798178571416,0.0012026206608017214,3e-08,181597.95918367346,3.4412868852915668e-18,7.224426770541943e-17
60,333,0.001025397981369141,5.060049799142373e-12,0.003434713929057561,0.0011993391519330495,3e-08,181597.95918367346,3.4412868852915668e-18,8.244343140418263e-17
61,334,0.0011226181874500656,5.789080223564475e-12,0.0033750453661295986,0.0011962508602527766,3e-08,181597.95918367346,3.4412868852915668e-18,9.408247322003573e-17
62,335,0.0012279455375190781,6.62714960925052e-12,0.003317391659494613,0.0011933522011883363,3e-08,181597.95918367346,3.4412868852915668e-18,1.0736466952477683e-16
63,336,0.0013419551790223464,7.57764238972817e-12,0.0032616742309252893,0.0011906397300014686,3e-08,181597.95918367346,3.4412868852915668e-18,1.22521994454858e-16
64,337,0.0014652549285096802,8.666159246714537e-12,0.003207818186296781,0.0011881101366555669,3e-08,181597.95918367346,3.4412868852915668e-18,1.3981917134977047e-16
65,338,0.0015984865560838054,9.911075299058988e-12,0.0031557521206156632,0.0011857602409124058,3e-08,181597.95918367346,3.4412868852915668e-18,1.5955829615668933e-16
66,339,0.001742327085772063,1.1334636834353489e-11,0.0031054079345318097,0.0011835869876473022,3e-08,181597.95918367346,3.4412868852915668e-18,1.8208411354933673e-16
67,340,0.0018974901100621917,1.2962650698697199e-11,0.0030567206615927265,0.0011815874423718013,3e-08,181597.95918367346,3.4412868852915668e-18,2.077900379087106e-16
68,341,0.0020647271167472405,1.481873715810398e-11,0.003009628305553077,0.0011797587869541311,3e-08,181597.95918367346,3.4412868852915668e-18,2.371250243223703e-16
69,342,0.0022448288261382224,1.6945647975487907e-11,0.002964071687097805,0.0011780983155276906,3e-08,181597.95918367346,3.4412868852915668e-18,2.706014096045708e-16
70,343,0.0024386265366136074,1.937711199008718e-11,0.002919994299383461,0.0011766034305787131,3e-08,181597.95918367346,3.4412868852915668e-18,3.088038602810284e-16
71,344,0.0026469934763924657,2.2145780204435762e-11,0.002877342171841894,0.0011752716392045722,3e-08,181597.95918367346,3.4412868852915668e-18,3.523995838152285e-16
72,345,0.002870846159340281,2.5311322026989674e-11,0.0028360637417288374,0.001174100549534542,3e-08,181597.95918367346,3.4412868852915668e-18,4.0214998141581086e-16
73,346,0.0031111457425389284,2.8942045827886014e-11,0.002796109732935052,0.0011730878673055394,3e-08,181597.95918367346,3.4412868852915668e-18,4.589239459418122e-16
74,347,0.0033688993832854345,3.3065997358253905e-11,0.002757433041610052,0.0011722313925854168,3e-08,181597.95918367346,3.4412868852915668e-18,5.237130371542632e-16
75,348,0.003645161593115897,3.7794225524498775e-11,0.0027199886281789203,0.001171529016637068,3e-08,181597.95918367346,3.4412868852915668e-18,5.976487993505499e-16
76,349,0.003941035586393046,4.3199440013663276e-11,0.002683733415360654,0.0011709787189167714,3e-08,181597.95918367346,3.4412868852915668e-18,6.820225238348283e-16
77,350,0.004257674620942063,4.936787955467303e-11,0.002648626191821884,0.0011705785642005411,3e-08,181597.95918367346,3.4412868852915668e-18,7.783078013768305e-16
78,351,0.004596283328168066,5.640925399752988e-11,0.0026146275211252927,0.0011703266998327004,3e-08,181597.95918367346,3.4412868852915668e-18,8.881862585387849e-16
79,352,0.004958119030048146,6.446150373008623e-11,0.002581699655653234,0.0011702213530911027,3e-08,181597.95918367346,3.4412868852915668e-18,1.0135769273565058e-15
80,353,0.005344493040357072,7.364871961965156e-11,0.002549806455208207,0.0011702608286635727,3e-08,181597.95918367346,3.4412868852915668e-18,1.1566697613174046e-15
81,354,0.0057567719474486655,8.415822434523496e-11,0.002518913310011989,0.0011704435062307823,3e-08,181597.95918367346,3.4412868852915668e-18,1.3199638829934575e-15
82,355,0.006196378875900554,9.61408658446524e-11,0.002488987067842268,0.0011707678381505588,3e-08,181597.95918367346,3.4412868852915668e-18,1.5063112313256391e-15
83,356,0.006664794724306721,1.0983591401829005e-10,0.002459995965062764,0.001171232347239297,3e-08,181597.95918367346,3.4412868852915668e-18,1.7189663708616858e-15
84,357,0.007163559376497445,1.2549751408656885e-10,0.002431909561318826,0.0011718356246459823,3e-08,181597.95918367346,3.4412868852915668e-18,1.9616433328675124e-15
85,358,0.007694272883459402,1.4333253490153537e-10,0.0024046986776844912,0.001172576327814909,3e-08,181597.95918367346,3.4412868852915668e-18,2.2385804810449004e-15
86,359,0.0082585966132388,1.6373950021085898e-10,0.0023783353380605675,0.0011734531785330645,3e-08,181597.95918367346,3.4412868852915668e-18,2.5546145347379872e-15
87,360,0.008858254366115184,1.870660754591041e-10,0.002352792713636686,0.001174464961058578,3e-08,181597.95918367346,3.4412868852915668e-18,2.915265042447085e-15
88,361,0.009495033452358635,2.1364973435407114e-10,0.0023280450702408556,0.0011756105203266757,3e-08,181597.95918367346,3.4412868852915668e-18,3.326830780983451e-15
89,362,0.010170785729907084,2.440445411404958e-10,0.0023040677184117913,0.0011768887602297583,3e-08,181597.95918367346,3.4412868852915668e-18,3.796499763880307e-15
90,363,0.010887428599328744,2.787647335881053e-10,0.0022808369660397986,0.001178298641968527,3e-08,181597.95918367346,3.4412868852915668e-18,4.332474780362115e-15
91,364,0.011646945953483286,3.1836534649700806e-10,0.002258330073430467,0.0011798391824710103,3e-08,181597.95918367346,3.4412868852915668e-18,4.94411665741526e-15
92,365,0.012451389079337039,3.636229790089175e-10,0.0022365252106553222,0.0011815094528766484,3e-08,181597.95918367346,3.4412868852915668e-18,5.642107747038725e-15
93,366,0.013302877509437384,4.1524721747364804e-10,0.0022154014170617043,0.001183308577082775,3e-08,181597.95918367346,3.4412868852915668e-18,6.438638493986614e-15
94,367,0.014203599820626777,4.742287336242378e-10,0.00219493856282146,0.0011852357303506786,3e-08,181597.95918367346,3.4412868852915668e-18,7.347620342416257e-15
95,368,0.015155814377621136,5.416375005025031e-10,0.0021751173124060098,0.0011872901379690272,3e-08,181597.95918367346,3.4412868852915668e-18,8.384928699865848e-15
96,369,0.016161850019179583,6.184572261954723e-10,0.0021559190898813433,0.0011894710739719675,3e-08,181597.95918367346,3.4412868852915668e-18,9.568680201937707e-15
97,370,0.017224106684639213,7.062620804732182e-10,0.002137326045923793,0.001191777859909985,3e-08,181597.95918367346,3.4412868852915668e-18,1.0919549120127769e-14
98,371,0.018345055978713266,8.065650830120813e-10,0.0021193210264622907,0.0011942098636709782,3e-08,181597.95918367346,3.4412868852915668e-18,1.2461128438876703e-14
99,372,0.019527241672495192,9.209286976390056e-10,0.0021018875428597283,0.0011967664983499103,3e-08,181597.95918367346,3.4412868852915668e-18,1.4220341908069896e-14
